customer_id,tenure_months,contract_type,monthly_charges,support_tickets,payment_method,churn
CUST-104099,72,Month-to-Month,56.66,3,Direct Debit,No
CUST-104100,25,Month-to-Month,89.15,2,Direct Debit,No
CUST-104101,32,Month-to-Month,57.87,2,Credit Card,Yes
CUST-104102,59,Two Year,51.13,0,Direct Debit,No
CUST-104103,63,One Year,82.59,0,Bank Transfer,Yes
CUST-104104,38,Two Year,47.98,0,Direct Debit,No
CUST-104105,53,One Year,40.56,4,Credit Card,No
CUST-104106,67,Two Year,70.49,0,Bank Transfer,No
CUST-104107,28,One Year,61.34,4,Credit Card,No
CUST-104108,3,One Year,40.13,2,Direct Debit,No
CUST-104109,22,Two Year,77.74,0,Bank Transfer,No
CUST-104110,38,One Year,74.29,2,Direct Debit,No
CUST-104111,72,Month-to-Month,57.8,4,Direct Debit,No
CUST-104112,72,One Year,59.17,1,Direct Debit,No
CUST-104113,62,Two Year,74.41,1,Direct Debit,No
CUST-104114,57,One Year,88.81,0,Credit Card,No
CUST-104115,6,One Year,59.34,3,Credit Card,No
CUST-104116,32,One Year,78.09,1,Direct Debit,No
CUST-104117,10,Two Year,76.3,0,Direct Debit,No
CUST-104118,3,Month-to-Month,82.59,1,Direct Debit,No
CUST-104119,59,One Year,65.79,3,Direct Debit,No
CUST-104120,49,Month-to-Month,46.75,0,Direct Debit,No
CUST-104121,59,One Year,55.75,1,Direct Debit,No
CUST-104122,31,One Year,71.86,1,Credit Card,No
CUST-104123,69,Month-to-Month,101.37,1,Credit Card,Yes
CUST-104124,62,Month-to-Month,55.32,2,Direct Debit,Yes
CUST-104125,52,One Year,81.1,3,Bank Transfer,Yes
CUST-104126,41,Month-to-Month,58.44,3,Direct Debit,No
CUST-104127,31,Month-to-Month,67.21,0,Credit Card,Yes
CUST-104128,22,Two Year,95.31,0,Direct Debit,No
CUST-104129,4,Month-to-Month,80.29,3,Credit Card,No
CUST-104130,13,Month-to-Month,40.17,2,Direct Debit,No
CUST-104131,45,Two Year,53.55,6,Credit Card,Yes
CUST-104132,42,Month-to-Month,90.12,3,Direct Debit,Yes
CUST-104133,49,Month-to-Month,67.84,2,Direct Debit,No
CUST-104134,20,One Year,42.02,3,Credit Card,No
CUST-104135,54,One Year,48.62,0,Credit Card,No
CUST-104136,36,Two Year,79.07,2,Direct Debit,No
CUST-104137,1,Two Year,84.89,1,Direct Debit,No
CUST-104138,15,One Year,65.36,4,Direct Debit,Yes
CUST-104139,17,Month-to-Month,114.51,1,Direct Debit,Yes
CUST-104140,24,Month-to-Month,81.48,3,Direct Debit,Yes
CUST-104141,58,Month-to-Month,60.13,0,Direct Debit,No
CUST-104142,72,Month-to-Month,48.69,0,Credit Card,No
CUST-104143,23,One Year,45.5,1,Credit Card,No
CUST-104144,46,One Year,71.71,2,Credit Card,No
CUST-104145,72,Month-to-Month,55.22,0,Credit Card,No
CUST-104146,8,Two Year,98.47,0,Credit Card,Yes
CUST-104147,59,Month-to-Month,94.33,1,Direct Debit,Yes
CUST-104148,59,Month-to-Month,77.66,1,Bank Transfer,No
CUST-104149,13,One Year,41.42,1,Credit Card,No
CUST-104150,39,Month-to-Month,51.56,0,Direct Debit,Yes
CUST-104151,28,Month-to-Month,90.11,1,Bank Transfer,No
CUST-104152,61,Month-to-Month,53.74,2,Direct Debit,Yes
CUST-104153,16,Month-to-Month,87.44,3,Credit Card,Yes
CUST-104154,2,One Year,74.49,1,Direct Debit,No
CUST-104155,17,Two Year,66.03,1,Bank Transfer,No
CUST-104156,30,Month-to-Month,50.94,0,Credit Card,Yes
CUST-104157,13,Month-to-Month,63.12,2,Credit Card,No
CUST-104158,13,One Year,68.79,2,Credit Card,No
CUST-104159,43,Two Year,85.65,0,Credit Card,No
CUST-104160,21,Month-to-Month,47.29,0,Direct Debit,No
CUST-104161,55,Month-to-Month,59.74,0,Bank Transfer,No
CUST-104162,40,One Year,65.9,3,Direct Debit,No
CUST-104163,15,One Year,78.25,3,Bank Transfer,No
CUST-104164,52,Month-to-Month,46.83,2,Credit Card,Yes
CUST-104165,53,One Year,38.67,1,Direct Debit,No
CUST-104166,52,Month-to-Month,78.48,3,Direct Debit,Yes
CUST-104167,30,Month-to-Month,34.64,1,Direct Debit,No
CUST-104168,33,Month-to-Month,90.7,3,Bank Transfer,Yes
CUST-104169,57,Two Year,61.88,1,Direct Debit,No
CUST-104170,52,Month-to-Month,34.05,1,Direct Debit,Yes
CUST-104171,9,Month-to-Month,55.39,0,Direct Debit,Yes
CUST-104172,54,Month-to-Month,72.58,0,Direct Debit,Yes
CUST-104173,1,Two Year,54.35,1,Direct Debit,No
CUST-104174,44,Month-to-Month,65.4,0,Direct Debit,No
CUST-104175,9,Month-to-Month,79.8,2,Bank Transfer,Yes
CUST-104176,32,Month-to-Month,60.96,3,Credit Card,Yes
CUST-104177,15,One Year,46.26,1,Bank Transfer,No
CUST-104178,12,Month-to-Month,59.02,2,Credit Card,No
CUST-104179,57,Month-to-Month,93.3,2,Direct Debit,Yes
CUST-104180,8,Month-to-Month,98.7,2,Bank Transfer,Yes
CUST-104181,72,Two Year,24.6,0,Direct Debit,No
CUST-104182,27,One Year,86.82,2,Direct Debit,No
CUST-104183,62,One Year,70.0,3,Direct Debit,No
CUST-104184,12,Two Year,83.48,2,Credit Card,No
CUST-104185,65,Two Year,53.99,0,Direct Debit,No
CUST-104186,42,Month-to-Month,29.63,1,Credit Card,No
CUST-104187,62,Two Year,76.69,2,Bank Transfer,No
CUST-104188,11,Month-to-Month,46.18,1,Credit Card,No
CUST-104189,43,Month-to-Month,37.23,1,Direct Debit,No
CUST-104190,17,Two Year,38.63,2,Credit Card,No
CUST-104191,32,Month-to-Month,77.02,3,Bank Transfer,No
CUST-104192,40,Month-to-Month,67.79,1,Direct Debit,Yes
CUST-104193,23,Month-to-Month,80.65,1,Direct Debit,Yes
CUST-104194,56,One Year,78.38,1,Direct Debit,No
CUST-104195,6,Month-to-Month,56.58,1,Direct Debit,Yes
CUST-104196,50,One Year,63.59,3,Credit Card,No
CUST-104197,37,Two Year,54.77,3,Credit Card,No
CUST-104198,64,One Year,60.79,1,Direct Debit,No
CUST-104199,54,Month-to-Month,45.65,1,Credit Card,No
CUST-104200,72,Two Year,72.81,2,Credit Card,No
CUST-104201,49,Month-to-Month,86.5,1,Credit Card,No
CUST-104202,11,Month-to-Month,48.67,3,Direct Debit,Yes
CUST-104203,49,Month-to-Month,90.63,1,Direct Debit,Yes
CUST-104204,21,One Year,67.27,3,Direct Debit,No
CUST-104205,66,Month-to-Month,69.82,0,Bank Transfer,No
CUST-104206,63,Month-to-Month,31.01,1,Credit Card,Yes
CUST-104207,28,Month-to-Month,28.85,3,Direct Debit,No
CUST-104208,17,Month-to-Month,67.88,1,Direct Debit,Yes
CUST-104209,6,One Year,80.79,1,Credit Card,Yes
CUST-104210,19,Two Year,51.57,1,Direct Debit,No
CUST-104211,56,One Year,98.4,0,Direct Debit,No
CUST-104212,28,Month-to-Month,79.7,1,Direct Debit,No
CUST-104213,66,Month-to-Month,46.83,4,Direct Debit,No
CUST-104214,38,Two Year,65.62,1,Direct Debit,No
CUST-104215,37,Month-to-Month,114.54,1,Direct Debit,Yes
CUST-104216,68,Two Year,40.15,1,Credit Card,No
CUST-104217,49,Month-to-Month,75.57,2,Bank Transfer,No
CUST-104218,43,Two Year,58.55,2,Direct Debit,No
CUST-104219,36,Month-to-Month,79.14,1,Direct Debit,No
CUST-104220,58,Month-to-Month,90.35,2,Direct Debit,Yes
CUST-104221,13,One Year,57.28,1,Direct Debit,No
CUST-104222,52,One Year,87.38,0,Credit Card,No
CUST-104223,58,Month-to-Month,109.42,1,Direct Debit,No
CUST-104224,32,One Year,66.33,2,Direct Debit,No
CUST-104225,60,One Year,80.7,2,Credit Card,No
CUST-104226,58,Month-to-Month,53.19,1,Credit Card,No
CUST-104227,56,Month-to-Month,65.39,1,Direct Debit,No
CUST-104228,28,Month-to-Month,61.47,0,Direct Debit,No
CUST-104229,1,Month-to-Month,80.94,0,Credit Card,Yes
CUST-104230,42,One Year,89.09,0,Direct Debit,No
CUST-104231,48,Month-to-Month,62.81,2,Direct Debit,Yes
CUST-104232,40,Month-to-Month,95.67,2,Credit Card,Yes
CUST-104233,63,Month-to-Month,95.6,1,Direct Debit,Yes
CUST-104234,72,Month-to-Month,81.94,1,Bank Transfer,Yes
CUST-104235,4,Month-to-Month,54.68,1,Credit Card,No
CUST-104236,38,Month-to-Month,52.76,2,Direct Debit,No
CUST-104237,27,Month-to-Month,48.75,0,Credit Card,No
CUST-104238,9,Two Year,83.98,4,Credit Card,No
CUST-104239,16,Month-to-Month,40.76,0,Direct Debit,Yes
CUST-104240,56,One Year,78.54,1,Direct Debit,No
CUST-104241,31,Month-to-Month,43.38,0,Credit Card,Yes
CUST-104242,14,Month-to-Month,81.47,1,Credit Card,No
CUST-104243,25,Month-to-Month,65.34,2,Direct Debit,No
CUST-104244,34,Month-to-Month,91.67,0,Direct Debit,Yes
CUST-104245,67,Two Year,87.83,0,Bank Transfer,No
CUST-104246,24,Two Year,93.7,2,Credit Card,No
CUST-104247,26,One Year,94.22,0,Credit Card,No
CUST-104248,20,One Year,67.87,1,Credit Card,No
CUST-104249,64,Month-to-Month,41.82,2,Direct Debit,No
CUST-104250,10,Month-to-Month,43.95,2,Bank Transfer,Yes
CUST-104251,67,Two Year,23.26,2,Direct Debit,No
CUST-104252,24,One Year,43.33,1,Credit Card,No
CUST-104253,5,One Year,66.38,2,Direct Debit,Yes
CUST-104254,67,Month-to-Month,53.81,3,Bank Transfer,No
CUST-104255,58,Month-to-Month,61.4,2,Credit Card,No
CUST-104256,27,Two Year,74.85,4,Credit Card,No
CUST-104257,15,Month-to-Month,58.92,0,Bank Transfer,No
CUST-104258,35,Month-to-Month,42.56,2,Bank Transfer,No
CUST-104259,53,Month-to-Month,63.94,0,Direct Debit,Yes
CUST-104260,44,Two Year,47.03,1,Direct Debit,No
CUST-104261,26,Month-to-Month,59.58,2,Credit Card,Yes
CUST-104262,47,Two Year,91.86,1,Bank Transfer,No
CUST-104263,34,Month-to-Month,59.59,3,Direct Debit,No
CUST-104264,50,Two Year,100.42,1,Direct Debit,No
CUST-104265,12,One Year,93.63,2,Credit Card,No
CUST-104266,4,Month-to-Month,53.41,3,Direct Debit,Yes
CUST-104267,48,One Year,42.78,3,Credit Card,No
CUST-104268,55,Month-to-Month,63.95,0,Direct Debit,Yes
CUST-104269,1,Month-to-Month,88.07,2,Credit Card,Yes
CUST-104270,66,Two Year,55.2,0,Bank Transfer,No
CUST-104271,30,Month-to-Month,83.16,1,Direct Debit,Yes
CUST-104272,3,Month-to-Month,89.17,3,Direct Debit,Yes
CUST-104273,21,Month-to-Month,49.52,1,Credit Card,No
CUST-104274,49,Month-to-Month,51.48,3,Direct Debit,No
CUST-104275,62,Two Year,79.25,1,Credit Card,No
CUST-104276,38,Month-to-Month,68.04,2,Direct Debit,No
CUST-104277,15,Two Year,51.28,4,Credit Card,No
CUST-104278,52,Two Year,57.96,1,Bank Transfer,No
CUST-104279,46,Month-to-Month,63.59,0,Direct Debit,No
CUST-104280,25,Month-to-Month,33.7,2,Bank Transfer,No
CUST-104281,21,Two Year,80.31,0,Direct Debit,No
CUST-104282,5,Month-to-Month,55.43,1,Credit Card,Yes
CUST-104283,70,Month-to-Month,20.0,1,Direct Debit,No
CUST-104284,47,Month-to-Month,64.52,0,Direct Debit,Yes
CUST-104285,68,One Year,50.17,4,Credit Card,Yes
CUST-104286,18,One Year,98.78,3,Direct Debit,No
CUST-104287,21,Month-to-Month,53.29,1,Direct Debit,Yes
CUST-104288,23,Month-to-Month,43.05,1,Direct Debit,No
CUST-104289,64,Two Year,75.16,2,Credit Card,No
CUST-104290,67,One Year,51.79,1,Direct Debit,No
CUST-104291,40,One Year,49.41,3,Direct Debit,No
CUST-104292,10,One Year,75.19,3,Credit Card,Yes
CUST-104293,52,Month-to-Month,44.19,2,Direct Debit,No
CUST-104294,72,One Year,35.85,0,Direct Debit,No
CUST-104295,61,Month-to-Month,99.52,1,Credit Card,Yes
CUST-104296,64,Month-to-Month,76.59,2,Credit Card,No
CUST-104297,5,One Year,59.72,2,Credit Card,Yes
CUST-104298,53,Month-to-Month,64.93,4,Credit Card,No
CUST-104299,55,Two Year,75.12,5,Direct Debit,Yes
CUST-104300,37,Month-to-Month,84.47,0,Credit Card,Yes
CUST-104301,56,Two Year,49.88,0,Direct Debit,No
CUST-104302,59,Two Year,72.32,2,Direct Debit,No
CUST-104303,69,Month-to-Month,54.87,1,Direct Debit,No
CUST-104304,59,One Year,61.22,3,Bank Transfer,Yes
CUST-104305,2,Month-to-Month,68.21,2,Credit Card,No
CUST-104306,65,Two Year,64.87,3,Bank Transfer,No
CUST-104307,60,Month-to-Month,79.71,2,Bank Transfer,No
CUST-104308,51,One Year,74.74,1,Bank Transfer,No
CUST-104309,30,Month-to-Month,34.84,4,Direct Debit,No
CUST-104310,11,Month-to-Month,37.84,0,Credit Card,No
CUST-104311,39,Month-to-Month,57.61,3,Direct Debit,Yes
CUST-104312,72,Month-to-Month,101.57,1,Credit Card,No
CUST-104313,63,One Year,47.97,0,Direct Debit,No
CUST-104314,64,One Year,60.84,1,Direct Debit,No
CUST-104315,61,One Year,54.27,2,Credit Card,No
CUST-104316,54,Month-to-Month,53.92,1,Bank Transfer,No
CUST-104317,58,Month-to-Month,68.56,1,Credit Card,Yes
CUST-104318,56,Month-to-Month,93.02,0,Direct Debit,Yes
CUST-104319,34,Two Year,74.12,3,Bank Transfer,No
CUST-104320,31,Two Year,48.93,0,Direct Debit,No
CUST-104321,52,Month-to-Month,120.06,2,Bank Transfer,Yes
CUST-104322,1,Month-to-Month,66.57,1,Bank Transfer,No
CUST-104323,55,Month-to-Month,53.46,0,Credit Card,No
CUST-104324,22,One Year,93.24,1,Credit Card,No
CUST-104325,40,One Year,55.62,0,Credit Card,No
CUST-104326,1,One Year,98.26,1,Credit Card,No
CUST-104327,65,Month-to-Month,47.59,0,Direct Debit,No
CUST-104328,63,One Year,93.6,2,Credit Card,No
CUST-104329,54,One Year,69.02,2,Direct Debit,No
CUST-104330,42,Month-to-Month,90.82,0,Credit Card,Yes
CUST-104331,21,Month-to-Month,103.04,0,Credit Card,No
CUST-104332,22,Month-to-Month,42.35,2,Direct Debit,No
CUST-104333,38,Month-to-Month,90.52,2,Bank Transfer,Yes
CUST-104334,8,Two Year,36.82,1,Direct Debit,Yes
CUST-104335,62,Month-to-Month,44.06,1,Direct Debit,No
CUST-104336,47,Two Year,48.93,1,Direct Debit,No
CUST-104337,17,One Year,75.07,1,Direct Debit,No
CUST-104338,17,Month-to-Month,65.66,1,Direct Debit,No
CUST-104339,13,One Year,61.66,0,Direct Debit,No
CUST-104340,17,Month-to-Month,67.92,0,Direct Debit,No
CUST-104341,38,Month-to-Month,76.83,0,Direct Debit,No
CUST-104342,45,Month-to-Month,78.36,4,Direct Debit,Yes
CUST-104343,6,Month-to-Month,86.88,0,Credit Card,Yes
CUST-104344,35,Month-to-Month,101.4,3,Credit Card,Yes
CUST-104345,14,Month-to-Month,64.57,0,Direct Debit,No
CUST-104346,72,Month-to-Month,54.58,0,Bank Transfer,No
CUST-104347,61,Month-to-Month,77.27,2,Direct Debit,No
CUST-104348,15,Two Year,42.11,4,Credit Card,No
CUST-104349,54,Month-to-Month,51.43,3,Bank Transfer,No
CUST-104350,27,One Year,84.99,1,Direct Debit,Yes
CUST-104351,13,Month-to-Month,62.52,0,Direct Debit,No
CUST-104352,31,One Year,40.84,3,Credit Card,No
CUST-104353,35,Month-to-Month,35.2,2,Direct Debit,No
CUST-104354,60,Two Year,65.97,3,Direct Debit,No
CUST-104355,6,Month-to-Month,87.84,4,Credit Card,Yes
CUST-104356,69,Two Year,87.57,1,Credit Card,No
CUST-104357,58,Month-to-Month,67.22,0,Direct Debit,No
CUST-104358,49,Month-to-Month,105.18,1,Credit Card,No
CUST-104359,23,One Year,62.9,3,Credit Card,No
CUST-104360,34,Month-to-Month,62.23,2,Direct Debit,No
CUST-104361,26,Month-to-Month,20.0,3,Direct Debit,Yes
CUST-104362,47,Month-to-Month,56.05,2,Credit Card,No
CUST-104363,5,One Year,82.04,2,Direct Debit,Yes
CUST-104364,20,Two Year,96.28,3,Credit Card,Yes
CUST-104365,6,Month-to-Month,48.4,1,Direct Debit,Yes
CUST-104366,70,Two Year,74.25,1,Direct Debit,No
CUST-104367,59,Month-to-Month,85.94,3,Direct Debit,Yes
CUST-104368,64,Month-to-Month,65.22,0,Bank Transfer,Yes
CUST-104369,18,Two Year,20.0,3,Bank Transfer,No
CUST-104370,4,Two Year,69.95,1,Credit Card,No
CUST-104371,17,One Year,80.23,2,Credit Card,No
CUST-104372,14,Month-to-Month,46.05,3,Direct Debit,No
CUST-104373,13,Month-to-Month,59.92,1,Credit Card,No
CUST-104374,7,Month-to-Month,41.89,0,Direct Debit,Yes
CUST-104375,44,Month-to-Month,20.0,1,Credit Card,No
CUST-104376,15,Month-to-Month,85.54,0,Bank Transfer,Yes
CUST-104377,19,Two Year,64.93,3,Direct Debit,No
CUST-104378,63,Two Year,96.95,2,Credit Card,No
CUST-104379,35,Month-to-Month,82.15,3,Credit Card,Yes
CUST-104380,35,Month-to-Month,57.92,4,Direct Debit,Yes
CUST-104381,19,Two Year,63.34,2,Credit Card,No
CUST-104382,20,Month-to-Month,76.32,1,Credit Card,Yes
CUST-104383,35,One Year,84.34,0,Credit Card,No
CUST-104384,32,Month-to-Month,71.45,1,Direct Debit,No
CUST-104385,48,Month-to-Month,87.11,2,Direct Debit,No
CUST-104386,44,Two Year,59.07,1,Bank Transfer,No
CUST-104387,24,Month-to-Month,45.06,1,Credit Card,Yes
CUST-104388,61,Month-to-Month,63.7,1,Credit Card,No
CUST-104389,17,Month-to-Month,69.1,1,Direct Debit,No
CUST-104390,71,Two Year,40.97,0,Direct Debit,No
CUST-104391,50,Two Year,38.27,0,Bank Transfer,No
CUST-104392,65,Month-to-Month,73.95,1,Direct Debit,Yes
CUST-104393,32,Month-to-Month,56.87,0,Bank Transfer,No
CUST-104394,36,One Year,61.68,3,Direct Debit,No
CUST-104395,13,Month-to-Month,57.81,0,Direct Debit,No
CUST-104396,70,One Year,95.41,0,Direct Debit,No
CUST-104397,58,Month-to-Month,90.24,0,Credit Card,No
CUST-104398,14,Month-to-Month,40.25,2,Credit Card,No
CUST-104399,37,One Year,54.34,2,Bank Transfer,No
CUST-104400,68,Month-to-Month,82.0,3,Direct Debit,No
CUST-104401,40,Two Year,77.04,2,Direct Debit,No
CUST-104402,59,Month-to-Month,64.17,0,Credit Card,No
CUST-104403,16,Month-to-Month,42.25,3,Credit Card,No
CUST-104404,62,Two Year,51.35,1,Direct Debit,No
CUST-104405,4,Month-to-Month,54.66,3,Direct Debit,Yes
CUST-104406,45,One Year,70.54,2,Direct Debit,No
CUST-104407,28,Month-to-Month,99.07,4,Credit Card,No
CUST-104408,66,One Year,51.26,0,Direct Debit,No
CUST-104409,31,One Year,44.48,1,Credit Card,No
CUST-104410,3,Month-to-Month,62.83,3,Direct Debit,Yes
CUST-104411,8,Two Year,85.63,0,Bank Transfer,No
CUST-104412,24,One Year,36.06,3,Direct Debit,No
CUST-104413,15,Month-to-Month,94.07,0,Direct Debit,No
CUST-104414,43,One Year,61.56,0,Credit Card,No
CUST-104415,31,One Year,50.31,2,Credit Card,No
CUST-104416,45,Month-to-Month,33.0,2,Direct Debit,No
CUST-104417,66,Month-to-Month,79.13,0,Bank Transfer,No
CUST-104418,8,Month-to-Month,61.58,2,Credit Card,Yes
CUST-104419,71,Month-to-Month,68.41,0,Direct Debit,No
CUST-104420,57,One Year,46.98,1,Credit Card,No
CUST-104421,30,Month-to-Month,58.62,2,Credit Card,No
CUST-104422,18,Two Year,55.27,2,Credit Card,No
CUST-104423,69,Month-to-Month,62.99,4,Bank Transfer,No
CUST-104424,39,Month-to-Month,51.61,2,Credit Card,Yes
CUST-104425,60,One Year,34.32,1,Direct Debit,No
CUST-104426,43,Month-to-Month,119.57,0,Credit Card,Yes
CUST-104427,45,Month-to-Month,37.73,3,Credit Card,Yes
CUST-104428,23,Month-to-Month,68.63,1,Credit Card,Yes
CUST-104429,69,Month-to-Month,29.56,4,Direct Debit,No
CUST-104430,6,Month-to-Month,25.06,3,Bank Transfer,Yes
CUST-104431,56,Two Year,66.96,4,Credit Card,No
CUST-104432,4,Month-to-Month,68.49,2,Credit Card,Yes
CUST-104433,23,Two Year,90.23,1,Direct Debit,No
CUST-104434,6,One Year,72.99,0,Credit Card,No
CUST-104435,32,Month-to-Month,62.0,1,Direct Debit,No
CUST-104436,18,Month-to-Month,46.01,1,Bank Transfer,Yes
CUST-104437,15,Two Year,94.98,3,Direct Debit,No
CUST-104438,40,Two Year,83.58,2,Credit Card,No
CUST-104439,6,Month-to-Month,40.07,1,Direct Debit,Yes
CUST-104440,63,Month-to-Month,65.76,1,Credit Card,Yes
CUST-104441,67,Month-to-Month,67.88,0,Credit Card,No
CUST-104442,11,Month-to-Month,58.09,4,Direct Debit,No
CUST-104443,43,One Year,80.44,3,Direct Debit,Yes
CUST-104444,17,Two Year,81.63,1,Bank Transfer,No
CUST-104445,4,Month-to-Month,61.19,4,Credit Card,No
CUST-104446,63,One Year,59.38,0,Direct Debit,No
CUST-104447,68,One Year,94.98,2,Bank Transfer,No
CUST-104448,41,Month-to-Month,83.66,0,Credit Card,No
CUST-104449,5,Month-to-Month,66.45,2,Direct Debit,Yes
CUST-104450,32,One Year,32.42,0,Credit Card,No
CUST-104451,70,Two Year,71.88,1,Direct Debit,No
CUST-104452,35,One Year,78.96,2,Direct Debit,No
CUST-104453,22,Month-to-Month,20.0,3,Bank Transfer,No
CUST-104454,65,Month-to-Month,70.04,1,Direct Debit,No
CUST-104455,22,Month-to-Month,56.67,3,Direct Debit,Yes
CUST-104456,11,One Year,60.58,3,Credit Card,No
CUST-104457,3,One Year,46.85,3,Bank Transfer,Yes
CUST-104458,9,Month-to-Month,62.04,3,Direct Debit,Yes
CUST-104459,60,Two Year,92.84,0,Direct Debit,No
CUST-104460,14,One Year,56.07,0,Credit Card,No
CUST-104461,18,One Year,84.31,2,Credit Card,No
CUST-104462,23,Two Year,48.87,2,Bank Transfer,No
CUST-104463,47,Month-to-Month,80.18,3,Direct Debit,Yes
CUST-104464,69,Two Year,65.03,0,Credit Card,No
CUST-104465,47,Month-to-Month,72.04,1,Direct Debit,Yes
CUST-104466,30,Month-to-Month,65.14,1,Credit Card,Yes
CUST-104467,25,Two Year,77.83,0,Direct Debit,No
CUST-104468,28,Two Year,20.0,0,Bank Transfer,No
CUST-104469,25,Month-to-Month,36.6,3,Direct Debit,No
CUST-104470,58,One Year,73.34,2,Credit Card,No
CUST-104471,41,One Year,24.13,1,Direct Debit,No
CUST-104472,25,Two Year,54.39,0,Credit Card,No
CUST-104473,48,Month-to-Month,63.91,2,Credit Card,No
CUST-104474,10,Two Year,48.44,2,Direct Debit,No
CUST-104475,11,Month-to-Month,51.17,2,Direct Debit,Yes
CUST-104476,21,Month-to-Month,70.43,2,Direct Debit,Yes
CUST-104477,45,Month-to-Month,85.19,1,Direct Debit,Yes
CUST-104478,7,Month-to-Month,45.83,0,Direct Debit,Yes
CUST-104479,64,Two Year,53.5,0,Credit Card,No
CUST-104480,64,Month-to-Month,50.37,4,Credit Card,No
CUST-104481,2,Two Year,20.0,1,Credit Card,No
CUST-104482,42,Month-to-Month,67.83,1,Direct Debit,Yes
CUST-104483,54,One Year,83.69,3,Direct Debit,No
CUST-104484,16,Two Year,85.33,3,Credit Card,No
CUST-104485,18,One Year,47.58,4,Direct Debit,No
CUST-104486,59,One Year,39.97,2,Direct Debit,No
CUST-104487,16,One Year,65.43,0,Direct Debit,No
CUST-104488,6,Two Year,81.59,1,Direct Debit,No
CUST-104489,57,Two Year,68.1,1,Direct Debit,No
CUST-104490,47,Month-to-Month,70.79,1,Credit Card,No
CUST-104491,48,Two Year,87.84,0,Direct Debit,No
CUST-104492,42,Month-to-Month,50.22,1,Bank Transfer,No
CUST-104493,60,Month-to-Month,60.6,0,Bank Transfer,Yes
CUST-104494,4,Two Year,97.69,2,Credit Card,No
CUST-104495,2,Month-to-Month,61.06,1,Direct Debit,No
CUST-104496,59,Two Year,39.65,1,Direct Debit,No
CUST-104497,27,Month-to-Month,51.61,3,Direct Debit,Yes
CUST-104498,27,Month-to-Month,46.24,1,Direct Debit,No
CUST-104499,72,Month-to-Month,72.14,0,Bank Transfer,Yes
CUST-104500,7,Month-to-Month,47.08,2,Direct Debit,Yes
CUST-104501,63,One Year,70.42,1,Credit Card,No
CUST-104502,46,Month-to-Month,50.28,3,Credit Card,Yes
CUST-104503,63,Month-to-Month,22.53,0,Bank Transfer,No
CUST-104504,12,Month-to-Month,71.13,0,Credit Card,Yes
CUST-104505,13,Month-to-Month,67.97,4,Credit Card,No
CUST-104506,43,One Year,75.36,1,Bank Transfer,No
CUST-104507,17,Month-to-Month,51.54,0,Direct Debit,Yes
CUST-104508,63,One Year,49.41,1,Direct Debit,No
CUST-104509,36,Two Year,73.03,2,Direct Debit,No
CUST-104510,8,One Year,95.38,0,Direct Debit,Yes
CUST-104511,69,Two Year,65.22,1,Direct Debit,No
CUST-104512,36,Month-to-Month,73.49,1,Direct Debit,Yes
CUST-104513,28,Month-to-Month,58.57,1,Direct Debit,Yes
CUST-104514,47,Two Year,34.13,2,Credit Card,No
CUST-104515,30,One Year,84.35,3,Direct Debit,No
CUST-104516,23,One Year,83.17,2,Bank Transfer,No
CUST-104517,16,One Year,79.22,0,Direct Debit,No
CUST-104518,14,Month-to-Month,61.36,0,Credit Card,Yes
CUST-104519,71,Month-to-Month,76.94,1,Direct Debit,Yes
CUST-104520,52,One Year,82.88,1,Credit Card,Yes
CUST-104521,37,One Year,97.4,3,Direct Debit,Yes
CUST-104522,29,Month-to-Month,84.77,0,Direct Debit,Yes
CUST-104523,67,Two Year,66.28,1,Bank Transfer,No
CUST-104524,15,Month-to-Month,38.83,1,Bank Transfer,Yes
CUST-104525,47,Month-to-Month,68.11,0,Direct Debit,Yes
CUST-104526,46,Two Year,70.13,1,Bank Transfer,No
CUST-104527,52,One Year,79.18,3,Direct Debit,No
CUST-104528,19,Month-to-Month,92.08,0,Direct Debit,Yes
CUST-104529,21,Month-to-Month,63.1,1,Credit Card,Yes
CUST-104530,64,Month-to-Month,107.02,2,Direct Debit,No
CUST-104531,37,One Year,29.81,3,Direct Debit,Yes
CUST-104532,27,Month-to-Month,73.39,3,Direct Debit,No
CUST-104533,55,Two Year,49.03,0,Direct Debit,No
CUST-104534,29,Two Year,26.86,0,Direct Debit,No
CUST-104535,20,Two Year,60.96,0,Direct Debit,No
CUST-104536,25,Month-to-Month,35.86,0,Bank Transfer,No
CUST-104537,70,One Year,61.77,0,Direct Debit,No
CUST-104538,63,Month-to-Month,65.7,1,Direct Debit,No
CUST-104539,36,Month-to-Month,87.37,3,Credit Card,Yes
CUST-104540,2,Month-to-Month,34.85,1,Direct Debit,Yes
CUST-104541,22,Month-to-Month,83.17,2,Direct Debit,No
CUST-104542,16,Two Year,66.96,3,Bank Transfer,No
CUST-104543,18,Month-to-Month,85.58,2,Bank Transfer,Yes
CUST-104544,69,Month-to-Month,56.36,1,Direct Debit,No
CUST-104545,54,Two Year,38.36,0,Bank Transfer,No
CUST-104546,30,Month-to-Month,40.65,0,Bank Transfer,No
CUST-104547,45,One Year,39.16,1,Credit Card,No
CUST-104548,19,Month-to-Month,74.56,1,Credit Card,Yes
CUST-104549,34,Month-to-Month,94.54,2,Direct Debit,No
CUST-104550,13,Two Year,53.7,2,Direct Debit,No
CUST-104551,43,Month-to-Month,77.58,1,Credit Card,No
